#SEED: 0.5493778148666024
SAT0,82.0682093778909,-62.422756368208,379.032266965792
SAT1,21.413767810406014,-157.2063205069166,625.6946503235376
SAT2,-35.480840536264466,-4.78329952794428,431.75761757630835
SAT3,29.20616209151021,44.808097994007,319.5876150562503
SAT4,-9.662877220155707,-110.89458589483846,569.2142915805276
SAT5,12.345487539293003,-170.80036335342524,527.705426060952
SAT6,45.254394753475026,114.36572334314013,537.8324818861529
SAT7,-8.294146031498471,134.3510173684653,496.8459269300055
SAT8,-3.8092934857207155,-10.190358952667708,669.1466549861311
SAT9,5.480948746538644,-135.2047328726127,658.251028507838
SAT10,73.54145450701566,165.71449213942145,306.2780507489621
SAT11,16.291056723400487,122.3482548053504,568.3759371730546
SAT12,-59.07373657238355,30.77243529480063,349.45629659937083
SAT13,22.773362628386693,179.2855721332109,401.4485446525728
SAT14,9.78647028888659,154.3014832105494,659.2195993375747
SAT15,64.97941863852193,10.416836454764592,402.8419045999152
SAT16,75.10098879236739,160.92019955190023,517.7007313779969
SAT17,42.680653633590396,62.53728742361045,534.741693917065
SAT18,-2.808783149939572,-141.44261034555888,612.3618136227907
SAT19,-66.07846125412932,-147.4429822438534,552.0804984232601
ROUTE,77.8289993888516,-35.93100309729087,-2.32620439108544,-104.37929028996828
